spectral_centroid_mean,spectral_centroid_std,spectral_centroid_kurtosis,spectral_centroid_skewness,spectral_centroid_median,spectral_centroid_min,spectral_centroid_max,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_bandwidth_kurtosis,spectral_bandwidth_skewness,spectral_bandwidth_median,spectral_bandwidth_min,spectral_bandwidth_max,spectral_contrast_mean,spectral_contrast_std,spectral_contrast_kurtosis,spectral_contrast_skewness,spectral_contrast_median,spectral_contrast_min,spectral_contrast_max,spectral_flatness_mean,spectral_flatness_std,spectral_flatness_kurtosis,spectral_flatness_skewness,spectral_flatness_median,spectral_flatness_min,spectral_flatness_max,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_kurtosis,spectral_rolloff_skewness,spectral_rolloff_median,spectral_rolloff_min,spectral_rolloff_max,label
1459.366471695765,661.7094513841726,0.841681228266868,0.9664952146795598,1312.4235653775963,415.63356957846383,4499.417240682034,1389.009131184951,430.1432779265822,-0.7901740561992487,0.647520663934336,1245.1528855978192,763.8966896421347,2682.510434864912,23.42954022102868,7.036666863388607,0.21255031895646415,-0.09357242719741127,22.742750689671098,5.27164262490056,52.04960369028019,0.0009689302532933652,0.002868515672162175,129.08175659179688,9.860881805419922,0.00024603214114904404,4.025645012006862e-06,0.051219988614320755,2795.610963330191,1273.35856114577,0.1358118168257172,0.9056355492977706,2411.71875,441.4306640625,6761.42578125,0
1552.811864761004,395.5599112249818,11.60314269962905,1.927469289271961,1510.9725894845894,417.2548017606654,4669.770713297799,1747.7023116676032,276.14161630732286,0.07145661886531407,0.017532912914359922,1741.1731163042416,960.2119564611468,2662.739384749382,22.197516533033788,8.725291822932219,4.392632303121634,1.1664400306198361,20.02968675169396,4.558865224169454,67.98005563611429,0.0026309359818696976,0.0033452045172452927,40.47507858276367,4.99277925491333,0.0015737289795652032,2.8348906198516488e-05,0.042728181928396225,3042.2602323810906,885.4572043322688,0.8618308524140343,0.6096132317981211,2906.982421875,441.4306640625,6556.8603515625,0
1835.004265512071,586.0033611456861,1.5359050351427088,1.0501902594926202,1732.5175942536443,849.6582851809559,4464.156641702084,1748.1721158264975,297.39739244973345,-0.2841435090074653,0.3409010467401527,1737.63990584148,1081.6565370789606,2770.695509196121,21.466338127703892,7.936383684460279,2.9912728334939445,1.1295983681846435,19.576273949202196,6.113804166197364,54.5266492460319,0.0032377862371504307,0.004356341436505318,34.81572723388672,4.930234909057617,0.001964314142242074,0.0001650971098570153,0.04524397477507591,3579.757626703886,1254.1841299748899,-0.5904481245329465,0.32790466360672593,3542.2119140625,1152.0263671875,7084.423828125,0
1831.993939606849,1015.1267751566124,0.8900077420499994,1.2728683582616085,1471.0183388785233,645.8816622245336,5399.377713531681,1729.6532869429993,449.3445322168222,-1.0726828184611306,0.17882001039678164,1695.9655137866707,940.5930169544441,2827.7333528580843,22.54583103280072,8.176805971659192,0.6079056476755973,0.5864748776228216,20.804149894675255,6.173006506343045,55.906395005952405,0.003060848219320178,0.006481949705630541,43.61199951171875,5.690789222717285,0.0009145833319053054,3.664546966319904e-05,0.07147559523582458,3481.5175917198376,1809.5413667976416,-1.0871327550099263,0.4347124830661787,2906.982421875,775.1953125,7698.1201171875,0
1451.6670658428156,670.4984432900778,1.3799914838466645,1.1972501739863028,1295.2802006519898,540.133476795425,4625.431451403675,1577.2709414206088,410.13648801861143,-0.9384469433712557,0.07674249854540637,1608.5055460506842,794.0731903292008,2744.393862574766,22.442509342348426,7.24040392451382,0.6039640482325406,0.2655893538586802,20.916459561996913,6.192865921551459,50.7318735942019,0.001436207676306367,0.00321420980617404,94.61176300048828,8.12773323059082,0.000513469974976033,1.1956591151829343e-05,0.05269862711429596,2954.836759987674,1276.3737586113198,-0.01382362025592121,0.8659127106363083,2551.6845703125,592.1630859375,7095.1904296875,0
1784.1658495387549,360.241675164258,5.247316551138486,1.5385720401439327,1739.0188578645125,1027.0792583996563,4031.364537604316,2002.4490601176958,293.0576075031979,0.5912162747181027,0.3231285208555748,2005.7711902521362,1306.7099664223913,3220.5902958531974,20.526698693370026,8.760241661575213,2.2720784732022956,1.1152551503054446,17.816260409648383,4.028251827521499,48.28916451460973,0.004498349502682686,0.005512544419616461,30.448734283447266,4.590178966522217,0.002950544934719801,0.00030934400274418294,0.06298922747373581,3805.8396058403423,949.4763954584874,1.5087882934735024,1.0126745296941848,3649.8779296875,1830.322265625,7644.287109375,0
1070.1066149971296,429.3669088518054,1.80718478760729,1.0019280968507633,1003.8415724519859,318.7135001811452,3236.4421164344976,1596.4128721770285,407.97241912771716,0.050019788786598074,0.5266001175045478,1558.4608838118547,671.0980124296594,3174.579277692677,21.426268151556844,7.961446211872616,2.3719021514025833,0.7771845961632238,18.876897870934684,5.438507900878054,53.95252564516238,0.0009540272294543684,0.001631231396459043,41.601776123046875,5.138103485107422,0.00038604234578087926,5.693987532140454e-06,0.021336175501346588,2184.7457991951856,1221.9633219928148,1.6125231661897326,1.2467664300280665,1905.6884765625,387.59765625,7611.9873046875,0
1530.1766787460795,613.0661250213443,4.024928335736883,1.3377282502957792,1462.001793556221,421.09172894853396,5444.293576825396,2039.0365160924296,462.4324334394541,-0.48096613176743075,0.034042664883771126,2050.470545845693,1046.3892244714953,3402.5543978946143,20.676128259217815,8.237203412065748,1.8254727422153092,0.8786603307707862,18.318447308890963,5.534489482879292,48.775995635107606,0.0022976724430918694,0.004851643927395344,54.61393356323242,6.64464807510376,0.0011640144512057304,2.478740134392865e-05,0.05608624592423439,3550.5220984084976,1725.6573785484359,-0.6513955437572325,0.4457733452313822,3219.2138671875,333.7646484375,8085.7177734375,0
1409.9552556449528,453.5050591724872,0.48682508616797104,0.6692925050867066,1334.8037677896673,436.072310052689,3202.1870082129144,1512.3102651538215,380.8002167767652,-0.7207694830725115,0.17248102678689306,1494.9306323624053,710.9854364776861,2755.992631945307,21.094673943145814,8.234673354529791,1.5041535824616243,0.8323437409153968,19.381183958643113,3.604269607454193,54.12668124840516,0.0012445971369743347,0.0019586950074881315,16.781986236572266,3.401472330093384,0.000461432064184919,1.531406815047376e-05,0.02099277637898922,2765.9008052675463,1194.9242410902843,-0.35740699453724645,0.507762470200959,2573.2177734375,516.796875,6707.5927734375,0
1360.6411972395072,507.016163460526,0.22164084506786086,0.6362566523838006,1281.3794023878406,513.8725686772141,3698.9442736653755,1567.565225022179,212.6887664267129,1.007080489466528,0.40069644651621766,1554.1084928415164,967.3845334778622,2581.66088481998,22.135715777506615,6.739981741063468,3.557640488957457,1.3708661230044916,21.193116697965884,3.2613357702302075,44.95187270904249,0.0007674354710616171,0.001077389344573021,49.476837158203125,5.3749237060546875,0.00044795579742640257,2.4521017621736974e-05,0.014742408879101276,2738.6387375833815,976.1653893467178,0.04229546503438586,-0.5089854228536982,3003.8818359375,376.8310546875,6503.02734375,0
1817.150863125721,546.1100083520868,2.7599041322640137,1.2779838391823553,1689.6878400246387,869.421169756833,4839.227126733891,1973.7733063015253,337.74267214972764,-0.958027157337471,-0.06625292987278911,2015.345423049821,1255.1289785582128,2720.0108314623785,21.16195009433464,7.956337975250182,1.8032089278719488,0.8700103537266456,19.455460326500035,4.960131252290816,50.41454967587728,0.00270827510394156,0.0032119760289788246,15.843910217285156,3.3923256397247314,0.0017430121079087257,0.0001231558999279514,0.03030618093907833,3943.490565182715,1169.4606596745123,-0.81963912725229,0.2531475129023889,3736.0107421875,1238.1591796875,6686.0595703125,0
1390.3015575567936,320.8994924971636,4.3148717895914865,1.3067192756243733,1358.5979442464518,687.1599922317175,3205.333472923987,1911.3145801760022,298.1892045883532,-0.6168767298227298,0.3350154395553963,1879.890355814487,1199.107697783912,2753.1336581515375,20.078770330332667,7.187177328795059,2.3493270743385875,1.2071345771707829,18.089598006484824,5.1762622575252655,48.557308054592085,0.0016522411024197936,0.001352163148112595,16.335168838500977,2.6405012607574463,0.0013118399074301124,5.0662703870330006e-05,0.017011385411024094,3006.1717163935614,972.5993623217322,0.6121858913254874,0.4802970432979808,2950.048828125,645.99609375,6513.7939453125,0
