LPC_mean,LPC_std,LPC_kurtosis,LPC_skewness,LPC_median,LPC_min,LPC_max,label
0.0002568188065197319,3.1674964427948,0.4777543433692082,0.2522052824497223,0.11999176442623138,-5.814752101898193,7.004394054412842,0
0.0001936609041877091,4.738595485687256,-0.09153789962425352,-0.20632657408714294,0.13415715098381042,-9.608500480651855,8.88348388671875,0
0.0004039447521790862,8.849209785461426,-0.5497008212344592,-0.15330947935581207,-0.13737370073795319,-17.529226303100586,13.330379486083984,0
-0.0006625218666158617,29.449716567993164,-1.052056804739001,0.1873795986175537,-2.9806878566741943,-44.93787384033203,47.39865493774414,0
0.00020133094221819192,5.135297775268555,-0.030356520874768922,-0.12432873249053955,0.41660138964653015,-10.593860626220703,9.370218276977539,0
0.00019139931828249246,5.555491924285889,-0.6992539109698699,-0.23095308244228363,0.3913971781730652,-10.493390083312988,9.221575736999512,0
4.941225051879883e-05,6.974077224731445,-0.2702849359436885,0.027162611484527588,-0.0325775146484375,-13.654623031616211,12.973278045654297,0
0.00015066158084664494,4.474932670593262,0.3175001696315878,-0.1390642672777176,-0.3097343444824219,-9.49740982055664,8.373197555541992,0
0.0002872943878173828,18.56926727294922,-1.1294354197685692,-0.00044695340329781175,1.0,-29.165908813476562,27.811368942260742,0
0.0004395625728648156,39.85783386230469,-0.3491141774404132,-0.029166854918003082,0.8037257790565491,-76.68374633789062,68.65556335449219,0
-0.00017092445341404527,23.467878341674805,-0.8065466786291386,0.03914183750748634,1.0,-35.93141555786133,43.832733154296875,0
0.0001794966810848564,4.643171787261963,-0.6342080589645045,-0.051312848925590515,0.33029234409332275,-8.76845932006836,8.139540672302246,0
0.00025314633967354894,25.284252166748047,0.5174162766976602,0.19285574555397034,1.547737717628479,-43.321136474609375,55.7922248840332,0
-3.727999501279555e-05,14.690824508666992,-1.1058663262701653,0.046434469521045685,-1.270810604095459,-22.913185119628906,24.004562377929688,0
-6.334348199743545e-06,4.624644756317139,-1.3001696140981422,-0.007156520616263151,-0.7178955078125,-6.8609619140625,6.8441925048828125,0
-8.528069884050637e-05,28.40378761291504,0.5619697797524918,-0.3136084973812103,-0.40782275795936584,-63.99034881591797,46.01435852050781,0
0.00013901428610552102,4.324291229248047,0.359951574791896,-0.15314526855945587,0.33337491750717163,-9.104717254638672,8.50429630279541,0
7.079406350385398e-05,13.655638694763184,-0.26164252294944124,0.020329073071479797,1.0,-25.930004119873047,25.086894989013672,0
8.674643322592601e-05,3.0366811752319336,-0.4806229993294986,0.504162609577179,-0.13841736316680908,-4.164522647857666,6.139602184295654,0
0.0001733086392050609,3.88211727142334,-0.5895804667817033,0.38789045810699463,-0.16534793376922607,-6.176814556121826,7.722383499145508,0
0.00020080534159205854,4.17008638381958,0.43683867648487906,-0.07833489775657654,0.230769544839859,-8.627397537231445,8.527235984802246,0
0.00010238994582323357,49.69398498535156,-0.8607013588926287,0.0019031031988561153,1.0,-84.00499725341797,82.20388793945312,0
0.00025252861087210476,15.551332473754883,-0.3683742900800273,-0.07655500620603561,-1.9528334140777588,-30.974395751953125,26.878862380981445,0
5.5573204008396715e-05,69.7173080444336,-1.376766395282309,-0.022516774013638496,1.0,-102.1836166381836,96.42919158935547,0
9.395182132720947e-05,2.330815553665161,0.7192817044684396,0.5322231650352478,0.19295740127563477,-3.766644239425659,5.458746433258057,0
0.00013367696374189109,5.136917591094971,-1.240606259848677,-0.04944484680891037,0.6513887643814087,-8.636751174926758,7.865006923675537,0
0.0001553107431391254,16.75147819519043,-0.10109423764496839,0.010853713378310204,1.0,-32.599395751953125,31.397830963134766,0
6.650252908002585e-05,7.795966148376465,-0.7400446034250372,0.05362724885344505,-0.7715403437614441,-13.9703369140625,12.504817008972168,0
