mfcc_mean,mfcc_std,mfcc_kurtosis,mfcc_skewness,mfcc_median,mfcc_min,mfcc_max,mfcc_delta1_mean,mfcc_delta1_std,mfcc_delta1_kurtosis,mfcc_delta1_skewness,mfcc_delta1_median,mfcc_delta1_min,mfcc_delta1_max,mfcc_delta2_mean,mfcc_delta2_std,mfcc_delta2_kurtosis,mfcc_delta2_skewness,mfcc_delta2_median,mfcc_delta2_min,mfcc_delta2_max,label
-7.8562469482421875,59.76791763305664,-0.573822021484375,-0.1928904801607132,-6.2954421043396,-443.4499816894531,201.3959503173828,0.00315688643604517,4.244222640991211,0.7531490325927734,0.7557005286216736,-0.014799927361309528,-35.611915588378906,61.94020080566406,0.0028184500988572836,2.3402199745178223,0.4162156581878662,-0.17738834023475647,0.008556018583476543,-29.587139129638672,27.444580078125,0
1.0341639518737793,43.0770378112793,0.5003464221954346,-0.57768714427948,-3.1610145568847656,-343.934814453125,198.8385009765625,7.013234426267445e-05,3.274759292602539,-0.18553471565246582,0.05323983356356621,0.01149524562060833,-34.18574523925781,39.86306381225586,-0.00021290483709890395,2.0040481090545654,0.2702944278717041,0.05368933826684952,0.001813231036067009,-24.62198829650879,24.823192596435547,0
-8.458840370178223,51.298744201660156,-0.5261564254760742,-0.31169837713241577,-6.868769645690918,-356.30291748046875,188.28466796875,0.0067322212271392345,3.458113670349121,-0.4691131114959717,0.1178969144821167,0.0045081619173288345,-33.17295837402344,39.57413864135742,-0.002040630904957652,1.9322733879089355,0.15212130546569824,-0.26632025837898254,0.001379521912895143,-22.67137908935547,21.499109268188477,0
-7.099053382873535,55.202842712402344,-0.15645837783813477,-0.41803470253944397,-5.271656036376953,-451.7427673339844,194.46026611328125,0.005213696975260973,3.8750758171081543,1.175011157989502,0.8672173619270325,-0.023272112011909485,-33.51642990112305,66.34799194335938,0.0033922619186341763,2.127664566040039,0.8049013614654541,-0.19575972855091095,0.01124502718448639,-26.828115463256836,27.47324562072754,0
-5.961263179779053,57.03641128540039,-0.22463679313659668,-0.023225555196404457,-6.441982269287109,-413.1458740234375,211.605224609375,0.003429155796766281,3.5395596027374268,0.8671727180480957,0.6300950646400452,0.00819049309939146,-30.18817901611328,53.28108215332031,0.0003297948569525033,2.034517526626587,0.8078551292419434,-0.019555367529392242,0.00407822709530592,-25.910381317138672,27.182008743286133,0
1.9380162954330444,42.03602600097656,-0.3364555835723877,0.044629987329244614,0.12851479649543762,-257.9110107421875,164.7547607421875,0.002313008299097419,2.7924964427948,-0.8185362815856934,0.043198421597480774,-0.00931340828537941,-24.426576614379883,23.346981048583984,0.00047219180851243436,1.5750805139541626,0.05036592483520508,-0.4925368130207062,0.0060798185877501965,-19.03988265991211,13.872044563293457,0
0.07134415954351425,59.69621276855469,-0.4403843879699707,0.04974241182208061,1.710986852645874,-363.95361328125,235.07391357421875,-0.011068285442888737,3.55910587310791,0.05622243881225586,0.8215871453285217,-0.008561109192669392,-26.982938766479492,43.551483154296875,-0.00037215068005025387,1.8274023532867432,1.1035213470458984,-0.4311006963253021,-0.009779389947652817,-23.29488754272461,19.74399757385254,0
-0.05561111494898796,60.049095153808594,-0.4387528896331787,-0.4689957797527313,2.264389991760254,-448.5556335449219,192.77078247070312,0.0018859111005440354,3.8261499404907227,0.48060011863708496,0.8298519849777222,-0.031901441514492035,-30.888771057128906,53.02232360839844,-0.004463328048586845,2.0318057537078857,0.8957798480987549,-0.5079382658004761,0.005064846482127905,-26.981475830078125,22.147686004638672,0
-3.6810224056243896,56.02482223510742,-0.27622437477111816,-0.4446350336074829,-1.504887580871582,-434.78045654296875,216.8805389404297,-0.0005538036930374801,4.043959617614746,-0.2107548713684082,0.48329848051071167,0.013835153542459011,-31.828317642211914,52.414833068847656,0.0025493111461400986,2.648757219314575,0.21505069732666016,-0.2187923640012741,-0.012743320316076279,-33.409645080566406,29.534626007080078,0
-2.990473985671997,60.551822662353516,-0.2998049259185791,-0.2598966658115387,-1.7239913940429688,-404.6840515136719,200.27313232421875,-0.00029819292831234634,3.6735401153564453,0.2428133487701416,0.565936803817749,0.027784911915659904,-28.939647674560547,44.43021774291992,0.0012404669541865587,2.0753350257873535,0.8908653259277344,0.271757572889328,0.0031617553904652596,-25.095388412475586,26.219797134399414,0
