mfcc_mean,mfcc_std,mfcc_kurtosis,mfcc_skewness,mfcc_median,mfcc_min,mfcc_max,label
-7.8562469482421875,59.76791763305664,-0.573822021484375,-0.1928904801607132,-6.2954421043396,-443.4499816894531,201.3959503173828,0
1.0341639518737793,43.0770378112793,0.5003464221954346,-0.57768714427948,-3.1610145568847656,-343.934814453125,198.8385009765625,0
-8.458840370178223,51.298744201660156,-0.5261564254760742,-0.31169837713241577,-6.868769645690918,-356.30291748046875,188.28466796875,0
-7.099053382873535,55.202842712402344,-0.15645837783813477,-0.41803470253944397,-5.271656036376953,-451.7427673339844,194.46026611328125,0
-5.961263179779053,57.03641128540039,-0.22463679313659668,-0.023225555196404457,-6.441982269287109,-413.1458740234375,211.605224609375,0
1.9380162954330444,42.03602600097656,-0.3364555835723877,0.044629987329244614,0.12851479649543762,-257.9110107421875,164.7547607421875,0
0.07134415954351425,59.69621276855469,-0.4403843879699707,0.04974241182208061,1.710986852645874,-363.95361328125,235.07391357421875,0
-0.05561111494898796,60.049095153808594,-0.4387528896331787,-0.4689957797527313,2.264389991760254,-448.5556335449219,192.77078247070312,0
-3.6810224056243896,56.02482223510742,-0.27622437477111816,-0.4446350336074829,-1.504887580871582,-434.78045654296875,216.8805389404297,0
-2.990473985671997,60.551822662353516,-0.2998049259185791,-0.2598966658115387,-1.7239913940429688,-404.6840515136719,200.27313232421875,0
-5.1159210205078125,59.55470657348633,-1.1340762376785278,-0.023090219125151634,-0.8304684162139893,-371.2914733886719,175.15985107421875,0
-2.75527024269104,62.10814666748047,0.06853199005126953,0.7277688384056091,0.326014906167984,-335.021728515625,177.18585205078125,0
-3.677889108657837,63.97932434082031,-0.6674869060516357,0.11767963320016861,0.8935831785202026,-373.5576477050781,178.63504028320312,0
-3.2136504650115967,66.05193328857422,-0.7452516555786133,0.26103726029396057,-0.153023362159729,-412.23358154296875,184.99761962890625,0
-2.1511659622192383,64.71286010742188,-0.0347905158996582,0.6176729798316956,3.2710843086242676,-342.5981140136719,164.98614501953125,0
-1.5299938917160034,68.29798126220703,-0.760887622833252,0.05060186609625816,1.0704594850540161,-398.82489013671875,194.8542022705078,0
2.0021698474884033,44.08992385864258,-0.3398475646972656,0.15869808197021484,-0.2818778157234192,-259.080322265625,171.0347900390625,0
-6.606260776519775,73.66119384765625,-0.6143386363983154,0.3128921091556549,-0.36298540234565735,-443.9071350097656,200.544189453125,0
-1.4728752374649048,58.1551399230957,-0.3941080570220947,0.022213181480765343,0.8803092241287231,-320.5865478515625,175.9283447265625,0
-3.6044411659240723,77.92647552490234,-0.9886360168457031,0.4127620458602905,4.828543186187744,-439.14617919921875,182.83139038085938,0
-2.423396110534668,63.44358825683594,-0.7640416622161865,0.3474471867084503,1.5884795188903809,-350.7842102050781,184.08731079101562,0
-0.915056586265564,72.04805755615234,-0.5973727703094482,0.36114293336868286,3.318802833557129,-419.8838195800781,214.9170684814453,0
-8.799887657165527,57.13568878173828,0.08600950241088867,0.16281315684318542,-8.185081481933594,-344.3369445800781,175.7371826171875,0
-3.2788822650909424,73.2009048461914,-0.5385057926177979,0.11150230467319489,0.8621460199356079,-441.0642395019531,203.61122131347656,0
-4.027888774871826,68.39704132080078,-0.48679685592651367,0.30301377177238464,-1.4509403705596924,-397.3656005859375,202.48446655273438,0
-7.495133876800537,50.946075439453125,-0.48707127571105957,-0.20257030427455902,-8.557422637939453,-306.33984375,182.88504028320312,0
-8.617288589477539,60.94639587402344,-0.04249691963195801,-0.3143359124660492,-4.644387245178223,-441.98565673828125,165.6979217529297,0
-2.408550977706909,64.37525177001953,-0.46051812171936035,0.15014265477657318,-0.05236890912055969,-368.0816955566406,181.8710174560547,0
-9.656500816345215,59.198123931884766,-0.5904285907745361,-0.0627867579460144,-7.782695770263672,-357.1396179199219,165.5214080810547,0
-1.0784873962402344,67.81983947753906,-0.9226658344268799,-0.028895433992147446,1.9772995710372925,-389.4153137207031,184.35586547851562,0
-3.608994722366333,63.63182067871094,-0.519066572189331,-0.3096761107444763,-1.4714604616165161,-356.3049621582031,191.5806121826172,0
-2.979738473892212,73.01593780517578,-0.8203105926513672,0.10179804265499115,3.6074154376983643,-422.6111755371094,177.5184783935547,0
-11.992012023925781,72.25390625,-0.31102991104125977,0.08363734930753708,-6.612491607666016,-498.876220703125,166.02944946289062,0
-8.538710594177246,58.3294792175293,-0.29246973991394043,-0.1036602184176445,-6.802354335784912,-428.5631103515625,159.22097778320312,0
-0.30504342913627625,66.13414764404297,-0.7339942455291748,-0.11892444640398026,2.705944538116455,-413.218017578125,199.1963653564453,0
-10.440093040466309,63.09223556518555,-0.7711682319641113,-0.06061726063489914,-8.796638488769531,-403.17584228515625,172.33241271972656,0
2.4520692825317383,38.5052604675293,-0.2762281894683838,-0.27931728959083557,-0.26754263043403625,-226.15513610839844,130.1834716796875,0
3.5175998210906982,38.823036193847656,-0.2286360263824463,-0.012419750913977623,0.534295916557312,-188.96180725097656,131.11959838867188,0
-13.393714904785156,74.61237335205078,-0.7672183513641357,0.48067933320999146,-7.675204277038574,-436.51214599609375,159.8701629638672,0
-4.048007488250732,67.51498413085938,0.44243574142456055,0.1086827740073204,-2.229397773742676,-411.970947265625,171.556884765625,0
-8.523051261901855,54.51982116699219,-0.15489816665649414,-0.3319060206413269,-8.45983600616455,-388.1888427734375,166.4827423095703,0
0.3680913746356964,51.68141174316406,0.13685083389282227,-0.03123413771390915,0.7371541261672974,-345.2119140625,142.601318359375,0
1.9798957109451294,40.127323150634766,-0.5996241569519043,0.047137826681137085,-0.6210082173347473,-225.58750915527344,147.26219177246094,0
1.8416028022766113,40.10098648071289,-0.7192039489746094,-0.045236051082611084,-1.6688847541809082,-209.4592742919922,148.34364318847656,0
0.13481934368610382,45.771514892578125,1.214428424835205,0.5429821014404297,-1.243409514427185,-243.63609313964844,131.13082885742188,0
-9.792869567871094,55.820655822753906,-0.8226470947265625,-0.13146506249904633,-9.550834655761719,-338.0958557128906,186.25238037109375,0
1.7623307704925537,47.45846176147461,0.7570052146911621,-0.5685127377510071,1.6335638761520386,-320.7091369628906,120.71299743652344,0
-11.784749984741211,80.6371841430664,-0.6206495761871338,0.1666664332151413,-3.17948317527771,-499.04180908203125,167.19949340820312,0
2.047086715698242,40.1380500793457,-0.5198407173156738,-0.26103150844573975,-1.3056411743164062,-218.4444122314453,134.41905212402344,0
1.1228638887405396,48.20504379272461,-9.298324584960938e-06,0.08955515176057816,-0.35987260937690735,-249.2935028076172,127.24418640136719,0
3.28471302986145,36.877586364746094,0.7575745582580566,-0.08318135887384415,-0.31823670864105225,-280.1162109375,157.46554565429688,0
4.81552791595459,37.036468505859375,0.042026519775390625,-0.2259044349193573,-0.639361560344696,-196.9413604736328,162.85952758789062,0
4.921024322509766,36.228172302246094,-0.2911098003387451,-0.12908802926540375,-0.7699667811393738,-193.06227111816406,171.2274169921875,0
-3.713608980178833,45.46017074584961,-0.1013181209564209,-0.023862991482019424,-4.068692207336426,-304.6450500488281,151.26666259765625,0
3.274237871170044,40.4085578918457,0.3459892272949219,-0.640722393989563,0.8097327947616577,-303.523193359375,180.813232421875,0
3.152336835861206,41.22306442260742,0.14532876014709473,-0.11620528995990753,-0.5384801626205444,-297.2737731933594,175.50616455078125,0
-4.488330364227295,40.26683807373047,-0.3799917697906494,0.15362867712974548,-2.812830924987793,-241.2711181640625,119.45555114746094,0
3.083988666534424,38.53874588012695,0.08624887466430664,-0.30650314688682556,-0.03171995282173157,-257.1430969238281,158.6372833251953,0
1.3319844007492065,37.76337432861328,-0.09698081016540527,-0.22252891957759857,-4.702944278717041,-195.25921630859375,141.53738403320312,0
4.8508687019348145,36.24510192871094,-0.16999483108520508,0.4619911313056946,-0.3121512532234192,-131.16278076171875,157.9462890625,0
1.9139152765274048,39.9575080871582,-0.2066173553466797,0.013662973418831825,-0.604602038860321,-247.15008544921875,175.3909912109375,0
1.3500279188156128,46.96189498901367,0.02593851089477539,0.20438742637634277,0.13984303176403046,-317.9403381347656,174.1585693359375,0
-1.025315284729004,63.753299713134766,-0.11115884780883789,0.44421693682670593,1.2615106105804443,-409.71002197265625,188.02923583984375,0
4.211970329284668,37.95183181762695,0.06316852569580078,-0.23034264147281647,-0.44137948751449585,-240.648193359375,166.46612548828125,0
-1.5752161741256714,35.07260513305664,-0.10213565826416016,0.07793277502059937,-2.7612533569335938,-168.47262573242188,123.28367614746094,0
5.585202693939209,31.066579818725586,-0.19191312789916992,-0.04056292027235031,0.8480347394943237,-121.01618194580078,143.7127227783203,0
-0.2948474884033203,35.5735969543457,0.4125382900238037,-0.2540900707244873,-1.9513089656829834,-177.115234375,121.66068267822266,0
4.039940357208252,31.609758377075195,5.510547637939453,-1.7006385326385498,1.399566888809204,-357.4493713378906,156.51536560058594,0
-1.333679437637329,38.62299728393555,-0.6659924983978271,-0.08401674032211304,-0.9288259744644165,-225.2604217529297,136.4778594970703,0
-5.772928237915039,41.34601974487305,-0.17631053924560547,-0.036827269941568375,-6.533642768859863,-244.77362060546875,148.8395538330078,0
-4.536726951599121,38.64063262939453,0.028883695602416992,-0.06219994276762009,-4.007406711578369,-226.856201171875,131.5120849609375,0
4.423386573791504,39.44081497192383,-0.5366241931915283,-0.15497025847434998,2.3520102500915527,-339.03973388671875,171.87869262695312,0
4.605856418609619,32.17497253417969,-0.3822028636932373,-0.30969956517219543,-0.5037809014320374,-174.5635223388672,157.8560791015625,0
-0.7563486099243164,40.533287048339844,-0.4415416717529297,0.11345106363296509,-2.366551399230957,-217.79396057128906,151.907470703125,0
-3.3895516395568848,43.93741989135742,-0.3491380214691162,-0.04747288301587105,-3.047529697418213,-273.2083740234375,163.70883178710938,0
4.855254650115967,30.127500534057617,0.033478498458862305,-0.435036838054657,-1.3638758659362793,-92.42278289794922,137.451171875,0
